"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
51.9648764394919,-2.27694120834888,0.236826640241453,-9.61437955640236,6.95272402306449e-22,1.6957863470889e-20,"Gene0005"
145.390292445502,2.54722815225802,0.211807926567268,12.0261228818981,2.59042269279151e-33,1.19099893921449e-31,"Gene0006"
2.62469593812255,-2.64047656523268,0.698890008989011,-3.77810031803474,0.000158029224038812,0.00210705632051749,"Gene0022"
796.646505327186,2.51925570448362,0.161125336869423,15.6353789753454,4.17980723208454e-55,6.50502013161658e-53,"Gene0024"
1142.09077514483,1.81853365478722,0.162774877500846,11.1720781653039,5.58584694482407e-29,2.23433877792963e-27,"Gene0025"
23.3895791864303,-2.82118085898576,0.30413784660744,-9.27599406142684,1.75970403468287e-20,3.93229951884441e-19,"Gene0027"
22.227788530414,2.20215430549404,0.297346100058592,7.40603056525747,1.3013585206893e-13,2.13337462408082e-12,"Gene0028"
16.3476033464181,-2.89830903469484,0.34725677708761,-8.34629941279339,7.04351089876609e-17,1.3289643205219e-15,"Gene0034"
13.5033647715298,-1.79771650457718,0.308010688812354,-5.83653934708864,5.32961807233216e-09,7.86659494071167e-08,"Gene0047"
199.13791959123,2.1942582895201,0.156629466140894,14.0092304697399,1.36880095545002e-44,9.95491603963654e-43,"Gene0051"
280.230311720839,2.47197451759927,0.169612321474533,14.5742626249617,4.09520472922001e-48,3.72291339020001e-46,"Gene0067"
38.1269508792311,-2.04746485162201,0.243109067648963,-8.4220011677164,3.70107375692584e-17,7.1518333467166e-16,"Gene0083"
927.259110137138,2.368959501453,0.160770258670885,14.735060582956,3.83852985801307e-49,4.14976200866278e-47,"Gene0091"
17.724301386792,-2.28413665097605,0.297131845981728,-7.68728321068794,1.50292205119694e-14,2.54732551050328e-13,"Gene0092"
238.227819248169,2.63234029149814,0.180096298059915,14.6162931712367,2.2111569681317e-48,2.05689020291321e-46,"Gene0106"
19.1216867690972,-3.10431909013154,0.34949877373434,-8.88220309605775,6.55490187452405e-19,1.36560455719251e-17,"Gene0107"
7.80011833314427,-2.5357728713348,0.422448832566372,-6.00255622895205,1.94234962511701e-09,2.87755500017334e-08,"Gene0129"
27.2155083585245,-3.17225580482133,0.302912838074873,-10.4725036580894,1.15545879028986e-25,3.72728642028989e-24,"Gene0144"
7.36998692495569,-1.68058703871443,0.386138943302121,-4.35228579729011,1.34725477752224e-05,0.00018455544897565,"Gene0156"
29.7443880884783,1.26822983832991,0.250013696386613,5.07264144588607,3.92331312042375e-07,5.60473302917678e-06,"Gene0208"
87.9082894858736,1.66486760646063,0.203113234120771,8.19674608435757,2.46981379840064e-16,4.53176843743237e-15,"Gene0226"
99.6749623258769,1.89070078241342,0.195535604353918,9.66934277090154,4.06983261266434e-22,1.04354682376009e-20,"Gene0228"
22.98264323813,-2.22494645350597,0.275761764572849,-8.06836457894147,7.12460324873336e-16,1.27795573968311e-14,"Gene0235"
198.397011444694,2.54004497281172,0.173432152710881,14.6457558942147,1.43397562418564e-48,1.36569107065299e-46,"Gene0258"
234.136493968828,2.16939411184876,0.166819854811001,13.0044119406925,1.15483832948697e-38,6.50613143372943e-37,"Gene0263"
30.0377272644557,2.64155961422781,0.274634721133734,9.61844738102687,6.6832294839161e-22,1.65018011948546e-20,"Gene0282"
66.0090708309822,-2.75268262775464,0.247559430901623,-11.1192799956327,1.01084454962368e-28,3.96409627303405e-27,"Gene0284"
112.882135545927,1.71327649602223,0.177466980894335,9.65405782748019,4.72482355754312e-22,1.19726482244037e-20,"Gene0311"
113.991565498173,1.78492880761005,0.194138267219903,9.19411115165787,3.78107556269263e-20,8.35596809434835e-19,"Gene0328"
13.4183078406835,-2.57090723971662,0.352614623372018,-7.29098304299266,3.07701498544416e-13,4.96292739587768e-12,"Gene0352"
317.438313130984,-1.90596696166836,0.176494022289679,-10.7990454120883,3.47800583772787e-27,1.23115250893022e-25,"Gene0367"
166.470346707318,3.12790112426219,0.189440918492436,16.5112223333476,3.0464972840936e-61,6.76999396465245e-59,"Gene0377"
3958.48483585023,2.84929197735296,0.148031392578972,19.2478901110986,1.47030041324002e-82,1.9604005509867e-79,"Gene0381"
309.987285799414,-0.775445782176886,0.221635988037717,-3.49873587336784,0.000467469408524037,0.00607103127953295,"Gene0409"
242.933837093617,2.53592833392223,0.168618230186492,15.0394671508382,4.04795208362346e-51,5.22316397886898e-49,"Gene0418"
19.6436414248927,-1.64212220926507,0.285883914181802,-5.74401751132032,9.24562203511792e-09,1.35965029928205e-07,"Gene0427"
91.0859903028457,-2.70826165493018,0.199122175008475,-13.601004784198,3.94969640298815e-42,2.58996485441846e-40,"Gene0436"
136.887836291643,2.72775694401412,0.190914177797772,14.2878699501486,2.60454556563738e-46,2.08363645250991e-44,"Gene0448"
578.285559304282,2.88853361677232,0.171646940003925,16.8283432067374,1.51276164973643e-63,3.55943917585043e-61,"Gene0458"
14.6270677268977,-2.71647588474906,0.337576806427944,-8.0469861466294,8.48577831165709e-16,1.50858281096126e-14,"Gene0470"
5.48375293175029,-2.11905838774437,0.464079382605821,-4.56615498806646,4.96751548537192e-06,6.87545395899227e-05,"Gene0472"
