"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
260.537501864307,0.0502386474242072,0.27617808127957,0.181906714651086,0.8556559348888,0.994277373720757,"Gene0001"
30.2735814015973,-0.0242048867325193,0.288637708530124,-0.0838590593577732,0.933168490755245,0.995673949128029,"Gene0002"
91.8945649703946,-0.121332004792027,0.298891599722137,-0.40593982870319,0.684786812504397,0.994277373720757,"Gene0003"
118.61440071703,0.0583316796192313,0.328570093825839,0.177531920023587,0.859090594874625,0.994277373720757,"Gene0004"
101.9121110519,0.276197300939367,0.304878190867345,0.905926724878602,0.364974637882804,0.965773320271778,"Gene0005"
53.3915166901171,-0.127884891680322,0.296072698349873,-0.431937468037661,0.665786862037669,0.994277373720757,"Gene0006"
354.970630814197,0.152426873944034,0.302487326506828,0.503911604179532,0.614323495716715,0.994277373720757,"Gene0007"
44.5966197941017,0.0602242320809182,0.29669166550649,0.202985924724605,0.839146033642401,0.994277373720757,"Gene0008"
644.116393900874,-0.25212197775535,0.28198092896356,-0.894110033192814,0.37126302163387,0.965773320271778,"Gene0009"
48.2902792762283,0.192642404067555,0.2944780796876,0.654182492197457,0.512994239789821,0.993765320745238,"Gene0010"
204.653108011623,-0.140867830365906,0.29381594595783,-0.479442427492087,0.631623916398388,0.994277373720757,"Gene0011"
1017.91714929282,0.135716683381157,0.26568715070747,0.510813876470018,0.609481391542445,0.994277373720757,"Gene0012"
10.7353235870492,-0.239962116045317,0.385065698072974,-0.623171882736336,0.533171576602221,0.994277373720757,"Gene0013"
40.3971829299986,-0.464702949289004,0.322792878194798,-1.43963197666513,0.149971547797168,0.922991707713332,"Gene0014"
46.7977316127128,0.0572981876594951,0.327939955936725,0.174721581259682,0.861298409226169,0.994277373720757,"Gene0015"
122.13888805436,-0.085579683025667,0.298259090058967,-0.286930678319804,0.774165399787437,0.994277373720757,"Gene0016"
38.7732054700093,0.227143820055556,0.28795685023035,0.788812003860485,0.430221892562378,0.984915063210876,"Gene0017"
1.86430336180575,-0.381534504477189,1.07612524769472,-0.354544701273867,0.722930709988342,0.994277373720757,"Gene0018"
3.07129563973521,-0.152776131306269,0.641029827191178,-0.23832920844837,0.81162576885972,0.994277373720757,"Gene0019"
246.195319996556,-0.0848517305780573,0.340073026052557,-0.249510323012046,0.802966056756675,0.994277373720757,"Gene0020"
36.4746271243091,0.447858902151293,0.331722572558429,1.35010077456338,0.176983659954031,0.922991707713332,"Gene0021"
6.77582146314619,-0.0699315827718551,0.453575290674417,-0.154178554717728,0.877468950854604,0.994277373720757,"Gene0022"
37.8658898730251,0.326394678309184,0.281369272351484,1.16002247004945,0.246039657703594,0.95794362182403,"Gene0023"
218.223008406826,0.110129635041753,0.237739637795372,0.463236320468128,0.643194984813943,0.994277373720757,"Gene0024"
458.999328847346,0.155343343126028,0.289375896219097,0.536821985368167,0.591390583717302,0.994277373720757,"Gene0025"
29.9722925262735,0.0542307015164864,0.345574919667117,0.156928927506444,0.875300861455168,0.994277373720757,"Gene0026"
