"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
7.10141399809454,2.55919513330364,0.470377045530619,5.44073134014583,5.30622845501634e-08,3.07607446667614e-06,"Gene0019"
72.7251587589809,3.07959069088378,0.230274219598829,13.373579970215,8.62858577443108e-41,4.31429288721554e-38,"Gene0074"
235.263903982649,2.78869454803836,0.190883792303397,14.6093836170539,2.44721980096839e-48,2.40008400174585e-45,"Gene0099"
146.002664182872,1.60500542975953,0.189584195877019,8.46592418916962,2.54129432416545e-17,2.25892828814707e-15,"Gene0110"
13.7556697315899,1.82466805723626,0.317858536096001,5.7405035574856,9.43954379228329e-09,5.80895002602048e-07,"Gene0173"
40.0616482474751,-1.70750177994182,0.239235680156818,-7.13732073252013,9.51676129913901e-13,6.56328365457863e-11,"Gene0200"
19.9908113380008,-1.24077216770448,0.258269334760806,-4.80417920638394,1.55387611462638e-06,8.51438966918564e-05,"Gene0363"
11.310578996943,-2.62750046833012,0.377483507188554,-6.96057024557015,3.38898124896372e-12,2.2976144060771e-10,"Gene0415"
35.1991556799023,-2.58393791615553,0.258619466766516,-9.99127385290116,1.66429049398798e-23,2.56044691382766e-21,"Gene0426"
233.120638697768,2.09020543039097,0.192153157357148,10.8778094471067,1.4705440657786e-27,3.09588224374442e-25,"Gene0428"
99.8418948253758,-1.96896979446547,0.201812634301782,-9.75642482086211,1.73151903657381e-22,2.47359862367687e-20,"Gene0445"
15.8689236783147,-2.47094809940331,0.327193467078486,-7.5519481530803,4.28795195785651e-14,3.11851051480474e-12,"Gene0569"
113.476493213187,-1.25702291232673,0.180806526421273,-6.95230939505972,3.59354191289296e-12,2.39569460859531e-10,"Gene0739"
5.5115779002744,-2.58285105278082,0.517099988139144,-4.99487741640754,5.88731505953783e-07,3.31679721664103e-05,"Gene0805"
17.9513571169748,2.99639920544007,0.33835063343556,8.85589949992143,8.301164855887e-19,8.301164855887e-17,"Gene0835"
8.95414804038539,-1.63464570858186,0.371176043740287,-4.40396339189828,1.06290887273289e-05,0.00056688473212421,"Gene0846"
150.722929320038,1.78977812342905,0.191873654710783,9.32789926854122,1.07989975352144e-20,1.27047029826052e-18,"Gene0861"
30.9810492279107,1.97005766106534,0.243895574909377,8.07746373339225,6.61276865761498e-16,5.29021492609198e-14,"Gene0885"
26.7849119731985,-2.5611091083225,0.279172913129999,-9.17391690908743,4.5613666039951e-20,5.0681851155501e-18,"Gene0917"
233.607466467263,1.61905958550553,0.221622259680563,7.30549173101646,2.76254570921885e-13,1.97324693515632e-11,"Gene0933"
94.9419682730614,-2.84747140471563,0.201877105982142,-14.1049743647877,3.53917856853449e-45,2.35945237902299e-42,"Gene0938"
284.992739351066,-0.86325102227572,0.207131349333838,-4.16765026178824,3.07755638395004e-05,0.00161976651786844,"Gene0970"
25.6125522278422,-1.47061188368379,0.25818497075914,-5.69596239223282,1.22677919312188e-08,7.4350254128599e-07,"Gene1012"
22.2864869692731,-2.53838147942956,0.292985251117658,-8.66385413513593,4.56076868595812e-18,4.24257552182151e-16,"Gene1061"
65.3452674296255,1.84497793552054,0.199738066873665,9.23698704207194,2.53535759983444e-20,2.89755154266793e-18,"Gene1411"
